COUNTRY,COUNTRY_GRP,AGE_GRP_LIST,SEX,YEAR,VALUE
AUT,,TOTAL,FEMALE,2012,428.82
AUT,,TOTAL,MALE,2012,674.07
AUT,,TOTAL,ALL,2012,538.13
BEL,,TOTAL,ALL,2011,559.48
BEL,,TOTAL,ALL,2000,694.68
BEL,,TOTAL,FEMALE,2011,445.63
BEL,,TOTAL,MALE,2000,911.23
BEL,,TOTAL,FEMALE,2000,534.94
BEL,,TOTAL,MALE,2011,702.85
BIH,,TOTAL,MALE,2011,962.32
BIH,,TOTAL,FEMALE,2011,670.21
BIH,,TOTAL,ALL,2011,802.17
BLR,,TOTAL,FEMALE,2011,760.43
BLR,,TOTAL,ALL,2011,1137.17
BLR,,TOTAL,MALE,2011,1706.33
CYP,,TOTAL,MALE,2012,616.95
CYP,,TOTAL,FEMALE,2011,433.87
CYP,,TOTAL,ALL,2012,514.84
CYP,,TOTAL,ALL,2011,509.61
CYP,,TOTAL,FEMALE,2012,425.14
CYP,,TOTAL,MALE,2011,595.41
FIN,,TOTAL,FEMALE,2012,421.8
FIN,,TOTAL,ALL,2012,551.01
FIN,,TOTAL,MALE,2012,712.12
FRA,,TOTAL,FEMALE,2011,356.73
FRA,,TOTAL,ALL,2011,484.55
FRA,,TOTAL,MALE,2011,645.18
GEO,,TOTAL,MALE,2012,1141.2
GEO,,TOTAL,ALL,2012,850.37
GEO,,TOTAL,MALE,2011,1170.81
GEO,,TOTAL,ALL,2011,872.56
GEO,,TOTAL,FEMALE,2011,650.88
GEO,,TOTAL,FEMALE,2012,632.22
GRC,,TOTAL,FEMALE,2012,433.44
GRC,,TOTAL,ALL,2012,553.13
GRC,,TOTAL,MALE,2012,689.16
ISR,,TOTAL,FEMALE,2012,413.14
ISR,,TOTAL,MALE,2012,579.89
ISR,,TOTAL,ALL,2012,489.23
ITA,,TOTAL,MALE,2011,613.13
ITA,,TOTAL,ALL,2011,481.92
ITA,,TOTAL,FEMALE,2011,381.4
KAZ,,TOTAL,ALL,2012,1197.28
KAZ,,TOTAL,MALE,2012,1614.25
KAZ,,TOTAL,FEMALE,2012,899.1
KGZ,,TOTAL,FEMALE,2011,926.68
KGZ,,TOTAL,MALE,2011,1496.61
KGZ,,TOTAL,MALE,2012,1479.71
KGZ,,TOTAL,ALL,2011,1181.69
KGZ,,TOTAL,FEMALE,2012,909.74
KGZ,,TOTAL,ALL,2012,1162.65
LTU,,TOTAL,ALL,2002,1034.2
LTU,,TOTAL,FEMALE,2012,604.26
LTU,,TOTAL,MALE,2005,1556.07
LTU,,TOTAL,ALL,2006,1081.18
LTU,,TOTAL,FEMALE,2003,703.29
LTU,,TOTAL,ALL,2007,1089.41
LTU,,TOTAL,ALL,2004,1015.24
LTU,,TOTAL,MALE,2007,1615.37
LTU,,TOTAL,FEMALE,2006,731.65
LTU,,TOTAL,ALL,2005,1067.92
LTU,,TOTAL,FEMALE,2005,722.18
LTU,,TOTAL,MALE,2008,1498.09
LTU,,TOTAL,MALE,2003,1479.1
LTU,,TOTAL,MALE,2011,1339.62
LTU,,TOTAL,FEMALE,2010,641.49
LTU,,TOTAL,ALL,2012,893.1
LTU,,TOTAL,MALE,2004,1462.51
LTU,,TOTAL,FEMALE,2002,721.73
LTU,,TOTAL,MALE,2001,1486.84
LTU,,TOTAL,FEMALE,2004,701.6
LTU,,TOTAL,FEMALE,2007,718.43
LTU,,TOTAL,ALL,2008,1027.8
LTU,,TOTAL,MALE,2006,1571.96
LTU,,TOTAL,ALL,2001,1035.26
LTU,,TOTAL,FEMALE,2009,648.18
LTU,,TOTAL,ALL,2009,957.86
LUX,,TOTAL,FEMALE,2012,406.43
LUX,,TOTAL,ALL,2012,495.92
LUX,,TOTAL,MALE,2012,601.26
LVA,,TOTAL,ALL,2001,1169.09
LVA,,TOTAL,FEMALE,2009,699.9
LVA,,TOTAL,ALL,2010,973.58
LVA,,TOTAL,ALL,2009,982.4
LVA,,TOTAL,MALE,2002,1658.94
LVA,,TOTAL,ALL,2002,1149.81
LVA,,TOTAL,MALE,2010,1415.68
LVA,,TOTAL,ALL,2004,1117.99
LVA,,TOTAL,FEMALE,2003,828.64
LVA,,TOTAL,FEMALE,2004,802.53
LVA,,TOTAL,FEMALE,2000,807.68
LVA,,TOTAL,ALL,2005,1138.61
LVA,,TOTAL,ALL,2000,1134.72
LVA,,TOTAL,ALL,2008,1033.65
LVA,,TOTAL,ALL,2007,1122.81
LVA,,TOTAL,MALE,2003,1613.19
LVA,,TOTAL,MALE,2005,1667.4
LVA,,TOTAL,ALL,2006,1143.03
LVA,,TOTAL,ALL,2003,1137.45
LVA,,TOTAL,MALE,2006,1657.58
LVA,,TOTAL,FEMALE,2007,793.38
LVA,,TOTAL,FEMALE,2001,834.55
LVA,,TOTAL,FEMALE,2006,802.69
LVA,,TOTAL,MALE,2001,1677.8
LVA,,TOTAL,FEMALE,2005,793.81
LVA,,TOTAL,MALE,2008,1519.58
LVA,,TOTAL,MALE,2009,1420.68
LVA,,TOTAL,FEMALE,2010,691.32
LVA,,TOTAL,MALE,2004,1610.17
LVA,,TOTAL,FEMALE,2002,813.54
LVA,,TOTAL,MALE,2007,1616.93
LVA,,TOTAL,MALE,2000,1637.01
LVA,,TOTAL,FEMALE,2008,722.22
MNE,,TOTAL,FEMALE,2000,800
MNE,,TOTAL,ALL,2001,948.01
MNE,,TOTAL,FEMALE,2004,793.75
MNE,,TOTAL,FEMALE,2002,795.01
MNE,,TOTAL,MALE,2005,1161.69
MNE,,TOTAL,FEMALE,2001,816.73
MNE,,TOTAL,FEMALE,2003,837.32
MNE,,TOTAL,ALL,2003,974.63
MNE,,TOTAL,MALE,2004,1160.03
MNE,,TOTAL,MALE,2007,1096.14
MNE,,TOTAL,FEMALE,2006,795.72
MNE,,TOTAL,FEMALE,2005,785.62
MNE,,TOTAL,MALE,2000,1130.67
MNE,,TOTAL,MALE,2006,1131.91
MNE,,TOTAL,ALL,2002,955.07
MNE,,TOTAL,ALL,2005,955.75
MNE,,TOTAL,MALE,2003,1134.97
MNE,,TOTAL,ALL,2009,846.14
MNE,,TOTAL,ALL,2008,859.72
MNE,,TOTAL,MALE,2008,1037.17
MNE,,TOTAL,MALE,2002,1147.4
MNE,,TOTAL,ALL,2000,950.65
MNE,,TOTAL,ALL,2007,929.03
MNE,,TOTAL,FEMALE,2007,786.17
MNE,,TOTAL,ALL,2004,959.12
MNE,,TOTAL,MALE,2009,996.27
MNE,,TOTAL,FEMALE,2009,714.7
MNE,,TOTAL,ALL,2006,950.07
MNE,,TOTAL,MALE,2001,1092.39
MNE,,TOTAL,FEMALE,2008,710.21
NLD,,TOTAL,ALL,2012,533.51
NLD,,TOTAL,FEMALE,2012,452.91
NLD,,TOTAL,MALE,2012,636.83
PRT,,TOTAL,MALE,1988,1213.05
PRT,,TOTAL,MALE,1987,1198.85
PRT,,TOTAL,MALE,1986,1237.8
PRT,,TOTAL,MALE,1998,1037.96
PRT,,TOTAL,MALE,1991,1174.76
PRT,,TOTAL,MALE,2011,733.16
PRT,,TOTAL,MALE,2001,947.01
PRT,,TOTAL,ALL,1986,958.95
PRT,,TOTAL,FEMALE,1997,616.68
PRT,,TOTAL,FEMALE,1988,727.79
PRT,,TOTAL,ALL,2012,562.31
PRT,,TOTAL,MALE,2009,783.76
PRT,,TOTAL,MALE,1995,1084.02
PRT,,TOTAL,MALE,1990,1182.09
PRT,,TOTAL,ALL,1998,794.6
PRT,,TOTAL,ALL,1993,899.44
PRT,,TOTAL,ALL,1999,786.38
PRT,,TOTAL,ALL,1994,824.91
PRT,,TOTAL,MALE,1989,1149.01
PRT,,TOTAL,MALE,1996,1097.74
PRT,,TOTAL,FEMALE,2008,464.98
PRT,,TOTAL,FEMALE,1993,695.14
PRT,,TOTAL,FEMALE,2003,551.32
PRT,,TOTAL,FEMALE,1992,673.41
PRT,,TOTAL,ALL,1985,998.59
PRT,,TOTAL,MALE,1992,1127.08
PRT,,TOTAL,FEMALE,1989,693.25
PRT,,TOTAL,FEMALE,1986,754.24
PRT,,TOTAL,FEMALE,1991,714.91
PRT,,TOTAL,FEMALE,2002,543
PRT,,TOTAL,FEMALE,1998,605.59
PRT,,TOTAL,FEMALE,2011,417.25
PRT,,TOTAL,ALL,1997,805.02
PRT,,TOTAL,MALE,1994,1070.76
PRT,,TOTAL,ALL,1988,933.93
PRT,,TOTAL,ALL,1987,929.57
PRT,,TOTAL,ALL,1992,872.16
PRT,,TOTAL,ALL,1996,841.17
PRT,,TOTAL,ALL,1989,888.83
PRT,,TOTAL,FEMALE,2000,567.37
PRT,,TOTAL,ALL,1991,916.3
PRT,,TOTAL,ALL,1990,924.61
PRT,,TOTAL,MALE,1997,1047.66
PRT,,TOTAL,FEMALE,1987,730.17
PRT,,TOTAL,ALL,2007,623.89
PRT,,TOTAL,ALL,2002,716.19
PRT,,TOTAL,MALE,1999,1025.25
PRT,,TOTAL,FEMALE,1994,636.02
PRT,,TOTAL,FEMALE,1999,600.69
PRT,,TOTAL,FEMALE,1985,784.96
PRT,,TOTAL,FEMALE,1995,644.19
PRT,,TOTAL,FEMALE,1996,641.52
PRT,,TOTAL,ALL,1995,836.99
PRT,,TOTAL,MALE,1993,1166.85
PRT,,TOTAL,MALE,1985,1293.41
PRT,,TOTAL,MALE,2003,930.48
PRT,,TOTAL,FEMALE,1990,727.21
ROU,,TOTAL,FEMALE,2011,693.36
ROU,,TOTAL,ALL,2011,901.32
ROU,,TOTAL,MALE,2011,1158.96
RUS,,TOTAL,ALL,2011,1133.95
RUS,,TOTAL,MALE,2011,1626.99
RUS,,TOTAL,FEMALE,2011,797.63
ESP,,TOTAL,FEMALE,2012,356.64
ESP,,TOTAL,MALE,2012,624.65
ESP,,TOTAL,ALL,2012,477.08
TUR,,TOTAL,MALE,2010,902.73
TUR,,TOTAL,FEMALE,2011,572.81
TUR,,TOTAL,FEMALE,2009,620.83
TUR,,TOTAL,MALE,2012,743.32
TUR,,TOTAL,ALL,2009,770.89
TUR,,TOTAL,FEMALE,2010,589.48
TUR,,TOTAL,ALL,2010,730.78
TUR,,TOTAL,MALE,2011,897.85
TUR,,TOTAL,ALL,2011,718.28
TUR,,TOTAL,MALE,2009,954.64
TUR,,TOTAL,FEMALE,2012,471.45
TUR,,TOTAL,ALL,2012,593.93
AUT,,TOTAL,MALE,2013,664.48
AUT,,TOTAL,FEMALE,2013,419.89
AUT,,TOTAL,ALL,2013,529.06
BEL,,TOTAL,MALE,2002,883.15
BEL,,TOTAL,MALE,2012,715.81
BEL,,TOTAL,FEMALE,2001,521.98
BEL,,TOTAL,FEMALE,2002,529.21
BEL,,TOTAL,FEMALE,2012,449.98
BEL,,TOTAL,ALL,2002,680.65
BEL,,TOTAL,ALL,2012,568.01
BEL,,TOTAL,ALL,2001,674.37
BEL,,TOTAL,MALE,2001,879.85
KGZ,,TOTAL,MALE,2013,1391.17
KGZ,,TOTAL,ALL,2013,1087.91
KGZ,,TOTAL,FEMALE,2013,847.86
HRV,,TOTAL,ALL,2013,721.47
HRV,,TOTAL,MALE,2013,946.62
HRV,,TOTAL,FEMALE,2013,551.25
CZE,,TOTAL,FEMALE,2013,535.84
CZE,,TOTAL,ALL,2013,691.86
CZE,,TOTAL,MALE,2013,892.17
DEU,,TOTAL,MALE,2013,698.12
DEU,,TOTAL,ALL,2013,563.89
DEU,,TOTAL,FEMALE,2013,453.07
HUN,,TOTAL,FEMALE,2013,645.11
HUN,,TOTAL,MALE,2013,1114.89
HUN,,TOTAL,ALL,2013,840.71
MDA,,TOTAL,MALE,2013,1388.25
MDA,,TOTAL,FEMALE,2013,835.79
MDA,,TOTAL,ALL,2013,1072.44
TUR,,TOTAL,ALL,2013,635.58
TUR,,TOTAL,FEMALE,2013,501.12
TUR,,TOTAL,MALE,2013,801.02
BLR,,TOTAL,ALL,1996,1363.267634
BLR,,TOTAL,ALL,2004,1295.044865
BLR,,TOTAL,ALL,2005,1300.692886
BLR,,TOTAL,MALE,1996,1801.491642
BLR,,TOTAL,MALE,2004,1893.743474
BLR,,TOTAL,MALE,2005,1914.417721
BLR,,TOTAL,FEMALE,1996,1038.282591
BLR,,TOTAL,FEMALE,2004,898.3618317
BLR,,TOTAL,FEMALE,2005,891.6618018
CYP,,TOTAL,FEMALE,2001,511.044779
CYP,,TOTAL,FEMALE,2002,531.0164688
CYP,,TOTAL,FEMALE,2003,511.0746668
CYP,,TOTAL,MALE,2001,743.558935
CYP,,TOTAL,MALE,2002,780.2346022
CYP,,TOTAL,MALE,2003,749.915892
CYP,,TOTAL,ALL,2001,619.755929
CYP,,TOTAL,ALL,2002,645.730051
CYP,,TOTAL,ALL,2003,619.5245523
IRL,,TOTAL,FEMALE,2010,456.6267737
IRL,,TOTAL,MALE,2010,673.7181338
IRL,,TOTAL,ALL,2010,553.9556531
MNE,,TOTAL,FEMALE,1985,652.5372931
MNE,,TOTAL,FEMALE,1986,628.4270766
MNE,,TOTAL,FEMALE,1987,642.807038
MNE,,TOTAL,FEMALE,1988,558.1697951
MNE,,TOTAL,FEMALE,1989,553.6001915
MNE,,TOTAL,FEMALE,1990,539.5269453
MNE,,TOTAL,FEMALE,1991,586.4607374
MNE,,TOTAL,FEMALE,1992,614.685181
MNE,,TOTAL,FEMALE,1993,635.2202199
MNE,,TOTAL,FEMALE,1994,676.2508568
MNE,,TOTAL,FEMALE,1995,686.6062362
MNE,,TOTAL,FEMALE,1996,606.8412193
MNE,,TOTAL,FEMALE,1997,673.3108864
MNE,,TOTAL,MALE,1985,968.8217856
MNE,,TOTAL,MALE,1986,934.5636029
MNE,,TOTAL,MALE,1987,897.6179112
MNE,,TOTAL,MALE,1988,831.4075272
MNE,,TOTAL,MALE,1989,878.9193232
MNE,,TOTAL,MALE,1990,870.111249
MNE,,TOTAL,MALE,1991,1041.245049
MNE,,TOTAL,MALE,1992,1070.133867
MNE,,TOTAL,MALE,1993,1056.328422
MNE,,TOTAL,MALE,1994,1025.069913
MNE,,TOTAL,MALE,1995,1061.934037
MNE,,TOTAL,MALE,1996,1069.984217
MNE,,TOTAL,MALE,1997,1089.688237
MNE,,TOTAL,ALL,1985,793.0918965
MNE,,TOTAL,ALL,1986,763.7930796
MNE,,TOTAL,ALL,1987,756.3868713
MNE,,TOTAL,ALL,1988,679.4988502
MNE,,TOTAL,ALL,1989,697.4820658
MNE,,TOTAL,ALL,1990,686.2091811
MNE,,TOTAL,ALL,1991,786.7815339
MNE,,TOTAL,ALL,1992,817.0117999
MNE,,TOTAL,ALL,1993,818.6524639
MNE,,TOTAL,ALL,1994,831.0873613
MNE,,TOTAL,ALL,1995,855.2297141
MNE,,TOTAL,ALL,1996,806.9709284
MNE,,TOTAL,ALL,1997,858.3379566
PRT,,TOTAL,ALL,2004,663.7123489
PRT,,TOTAL,MALE,2004,870.3573319
PRT,,TOTAL,FEMALE,2004,502.3304722
TJK,,TOTAL,ALL,2005,940.5023205
TJK,,TOTAL,MALE,2005,1131.775392
TJK,,TOTAL,FEMALE,2005,799.4386005
DNK,,TOTAL,FEMALE,2012,491.38
DNK,,TOTAL,ALL,2012,583.14
DNK,,TOTAL,MALE,2012,695.35
PRT,,TOTAL,MALE,2012,740.87
PRT,,TOTAL,ALL,2009,600.28
SWE,,TOTAL,MALE,2012,602.9
SWE,,TOTAL,FEMALE,2011,420.47
CHE,,TOTAL,FEMALE,2000,456.69
CHE,,TOTAL,MALE,1999,763.39
CHE,,TOTAL,MALE,1996,809.52
CHE,,TOTAL,ALL,2000,581.66
CHE,,TOTAL,MALE,2002,692.53
CHE,,TOTAL,MALE,2009,590.34
CHE,,TOTAL,MALE,2003,697.64
CHE,,TOTAL,MALE,2000,748.99
CHE,,TOTAL,ALL,1997,613.26
CHE,,TOTAL,MALE,1997,796.77
LTU,,TOTAL,ALL,2010,945.79
LTU,,TOTAL,MALE,2012,1312.53
LTU,,TOTAL,FEMALE,2001,719.95
LTU,,TOTAL,ALL,2003,1017.74
LTU,,TOTAL,FEMALE,2011,617.28
LTU,,TOTAL,MALE,2002,1484.86
LTU,,TOTAL,FEMALE,2008,699.9
LTU,,TOTAL,MALE,2010,1389.24
LTU,,TOTAL,ALL,2011,911.04
LTU,,TOTAL,MALE,2009,1410.97
PRT,,TOTAL,FEMALE,2009,457.14
PRT,,TOTAL,ALL,2000,746.02
PRT,,TOTAL,ALL,2011,555.64
PRT,,TOTAL,FEMALE,2012,424.48
PRT,,TOTAL,ALL,2008,613.06
PRT,,TOTAL,FEMALE,2007,472.21
PRT,,TOTAL,MALE,2008,803.06
PRT,,TOTAL,MALE,2002,937.94
PRT,,TOTAL,ALL,2003,717.62
PRT,,TOTAL,ALL,2001,723.61
PRT,,TOTAL,MALE,2007,817.28
PRT,,TOTAL,MALE,2000,975.25
PRT,,TOTAL,FEMALE,2001,548.73
SWE,,TOTAL,MALE,2011,604.22
SWE,,TOTAL,FEMALE,2012,429.36
SWE,,TOTAL,ALL,2012,507.73
SWE,,TOTAL,ALL,2011,503.71
FIN,,TOTAL,FEMALE,2013,408.01
FIN,,TOTAL,ALL,2013,535.12
FIN,,TOTAL,MALE,2013,691.39
ITA,,TOTAL,FEMALE,2012,384.72
ITA,,TOTAL,MALE,2012,610.8
ITA,,TOTAL,ALL,2012,483.17
LUX,,TOTAL,MALE,2013,567.7
LUX,,TOTAL,FEMALE,2013,401.11
LUX,,TOTAL,ALL,2013,476.6
NLD,,TOTAL,FEMALE,2013,443.49
NLD,,TOTAL,MALE,2013,622.28
NLD,,TOTAL,ALL,2013,522.53
NOR,,TOTAL,MALE,2013,606.3
NOR,,TOTAL,FEMALE,2013,422.26
NOR,,TOTAL,ALL,2013,505.91
PRT,,TOTAL,FEMALE,2013,409.14
PRT,,TOTAL,MALE,2013,725.49
PRT,,TOTAL,ALL,2013,546.91
ESP,,TOTAL,FEMALE,2013,339.31
ESP,,TOTAL,MALE,2013,591.78
ESP,,TOTAL,ALL,2013,452.91
SWE,,TOTAL,FEMALE,2013,420.74
SWE,,TOTAL,MALE,2013,587.4
SWE,,TOTAL,ALL,2013,496.56
GBR,,TOTAL,MALE,2011,630.56
GBR,,TOTAL,FEMALE,2011,451.55
GBR,,TOTAL,ALL,2011,533.63
MLT,,TOTAL,FEMALE,2012,444.64
CHE,,TOTAL,MALE,2012,560.79
CHE,,TOTAL,ALL,2011,455.76
CHE,,TOTAL,ALL,2012,457.69
CHE,,TOTAL,FEMALE,2011,369.98
CHE,,TOTAL,FEMALE,2012,375.74
CHE,,TOTAL,MALE,2011,565.34
CHE,,TOTAL,MALE,1995,846.61
CHE,,TOTAL,FEMALE,1998,460.07
CHE,,TOTAL,FEMALE,2008,386.18
CHE,,TOTAL,FEMALE,2009,385.16
CHE,,TOTAL,FEMALE,1996,479.37
CHE,,TOTAL,FEMALE,2004,415.51
CHE,,TOTAL,FEMALE,1997,478.9
CHE,,TOTAL,FEMALE,2002,435.46
CHE,,TOTAL,FEMALE,2001,439.22
CHE,,TOTAL,FEMALE,1999,459.91
CHE,,TOTAL,MALE,2006,624.95
CHE,,TOTAL,MALE,2001,723.94
CHE,,TOTAL,MALE,1998,791.75
CHE,,TOTAL,MALE,2010,576.74
CHE,,TOTAL,MALE,2008,596.04
CHE,,TOTAL,MALE,2004,655.57
CHE,,TOTAL,MALE,2005,653.54
CHE,,TOTAL,MALE,2007,614.89
CHE,,TOTAL,ALL,1998,600.25
CHE,,TOTAL,ALL,2008,477.8
CHE,,TOTAL,ALL,2006,496.81
CHE,,TOTAL,ALL,2002,546.59
CHE,,TOTAL,ALL,2004,519.96
CHE,,TOTAL,ALL,2007,490.07
CHE,,TOTAL,ALL,2009,475.64
CHE,,TOTAL,ALL,2003,551.11
CHE,,TOTAL,ALL,2001,561.06
CHE,,TOTAL,ALL,2010,464.08
CHE,,TOTAL,FEMALE,2003,440.57
CHE,,TOTAL,FEMALE,2010,376.43
CHE,,TOTAL,FEMALE,2005,408.35
CHE,,TOTAL,FEMALE,1995,489.82
CHE,,TOTAL,FEMALE,2007,394.1
CHE,,TOTAL,FEMALE,2006,399.42
CHE,,TOTAL,ALL,1999,588.88
CHE,,TOTAL,ALL,2005,514.42
CHE,,TOTAL,ALL,1996,619.17
CHE,,TOTAL,ALL,1995,640.7
AUT,,TOTAL,MALE,2014,635.79
AUT,,TOTAL,ALL,2014,511.26
AUT,,TOTAL,FEMALE,2014,409.93
GEO,,TOTAL,MALE,2014,1310.73
GEO,,TOTAL,MALE,2013,1095.88
GEO,,TOTAL,ALL,2013,819.86
GEO,,TOTAL,FEMALE,2014,734.8
GEO,,TOTAL,ALL,2014,984.37
GEO,,TOTAL,FEMALE,2013,607.99
IRL,,TOTAL,MALE,2012,665.94
IRL,,TOTAL,FEMALE,2012,451.56
IRL,,TOTAL,FEMALE,2011,455.11
IRL,,TOTAL,ALL,2012,548.35
IRL,,TOTAL,MALE,2011,665.63
IRL,,TOTAL,ALL,2011,550.8
ISR,,TOTAL,ALL,2013,472.9
ISR,,TOTAL,FEMALE,2013,400.97
ISR,,TOTAL,MALE,2013,558.23
KAZ,,TOTAL,ALL,2011,1231.62
KAZ,,TOTAL,MALE,2011,1651.91
KAZ,,TOTAL,FEMALE,2011,927.78
MLT,,TOTAL,FEMALE,2014,396.93
MLT,,TOTAL,ALL,2012,544.53
MLT,,TOTAL,MALE,2012,676.88
MLT,,TOTAL,ALL,2013,496.35
MLT,,TOTAL,MALE,2013,608.82
MLT,,TOTAL,FEMALE,2013,404.57
MLT,,TOTAL,ALL,2014,487.16
MLT,,TOTAL,MALE,2014,595.94
CHE,,TOTAL,FEMALE,2013,370.68
CHE,,TOTAL,ALL,2013,452.85
CHE,,TOTAL,MALE,2013,554.94
ALB,,TOTAL,FEMALE,2005,610.91
ALB,,TOTAL,FEMALE,2006,577.56
ALB,,TOTAL,MALE,2005,928.11
ALB,,TOTAL,ALL,2008,640.56
ALB,,TOTAL,ALL,2007,592.04
ALB,,TOTAL,ALL,2006,705.35
ALB,,TOTAL,FEMALE,2009,497.05
ALB,,TOTAL,MALE,2006,853.74
ALB,,TOTAL,ALL,2009,602.5
ALB,,TOTAL,ALL,2005,757.11
ALB,,TOTAL,MALE,2008,788.79
ALB,,TOTAL,MALE,2007,728.7
ALB,,TOTAL,FEMALE,2008,510.32
ALB,,TOTAL,FEMALE,2007,473.23
ALB,,TOTAL,MALE,2009,720.28
ARM,,TOTAL,ALL,2014,892.06
ARM,,TOTAL,FEMALE,2014,714.98
ARM,,TOTAL,MALE,2014,1122.79
BEL,,TOTAL,FEMALE,2013,443.91
BEL,,TOTAL,ALL,2013,555.66
BEL,,TOTAL,MALE,2013,695.34
BIH,,TOTAL,MALE,2014,915.98
BIH,,TOTAL,ALL,2014,753.34
BIH,,TOTAL,FEMALE,2014,625.63
BLR,,TOTAL,MALE,2013,1493.75
BLR,,TOTAL,ALL,2013,1012.52
BLR,,TOTAL,FEMALE,2014,669.45
BLR,,TOTAL,FEMALE,2010,790.24
BLR,,TOTAL,ALL,2014,971.41
BLR,,TOTAL,FEMALE,2013,701.96
BLR,,TOTAL,MALE,2014,1440.02
BLR,,TOTAL,MALE,2010,1733.72
BLR,,TOTAL,ALL,2010,1167.89
BGR,,TOTAL,MALE,2013,1150.82
BGR,,TOTAL,FEMALE,2013,668.75
BGR,,TOTAL,ALL,2013,883.86
HRV,,TOTAL,MALE,2014,924.95
HRV,,TOTAL,FEMALE,2014,549.47
HRV,,TOTAL,ALL,2014,713.21
CYP,,TOTAL,ALL,2013,478.03
CYP,,TOTAL,FEMALE,2013,373.8
CYP,,TOTAL,MALE,2013,598.05
CZE,,TOTAL,MALE,2014,849.81
CZE,,TOTAL,ALL,2014,656
CZE,,TOTAL,FEMALE,2014,504.55
DEU,,TOTAL,ALL,2014,537.49
DEU,,TOTAL,FEMALE,2014,430.19
DEU,,TOTAL,MALE,2014,666.35
EST,,TOTAL,FEMALE,2003,737.74
EST,,TOTAL,MALE,2005,1432.29
EST,,TOTAL,MALE,2013,1037.71
EST,,TOTAL,MALE,2008,1304
EST,,TOTAL,ALL,2013,720.31
EST,,TOTAL,ALL,2000,1076.56
EST,,TOTAL,ALL,2001,1087.29
EST,,TOTAL,FEMALE,2013,510.24
EST,,TOTAL,FEMALE,2005,680.19
EST,,TOTAL,MALE,2011,1104.43
EST,,TOTAL,ALL,2008,885.32
EST,,TOTAL,FEMALE,2001,762.87
EST,,TOTAL,MALE,2010,1167.77
EST,,TOTAL,ALL,2002,1065.7
EST,,TOTAL,MALE,2003,1512.02
EST,,TOTAL,MALE,2004,1474.83
EST,,TOTAL,MALE,2002,1531.49
EST,,TOTAL,MALE,2009,1227.25
EST,,TOTAL,FEMALE,2009,575.57
EST,,TOTAL,ALL,2007,948.71
EST,,TOTAL,ALL,2009,832.93
EST,,TOTAL,ALL,2014,714.21
EST,,TOTAL,MALE,2000,1528.27
EST,,TOTAL,ALL,2011,753.55
EST,,TOTAL,MALE,2014,1045.11
EST,,TOTAL,MALE,2001,1568.7
EST,,TOTAL,FEMALE,2002,744.13
EST,,TOTAL,FEMALE,2010,554.08
EST,,TOTAL,ALL,2004,1010.73
EST,,TOTAL,FEMALE,2006,664.24
EST,,TOTAL,ALL,2006,963.43
EST,,TOTAL,FEMALE,2004,698.11
EST,,TOTAL,ALL,2010,793.18
EST,,TOTAL,FEMALE,2007,641.28
EST,,TOTAL,ALL,2003,1046.01
EST,,TOTAL,ALL,2005,977.95
EST,,TOTAL,FEMALE,2014,495.98
EST,,TOTAL,FEMALE,2008,610.13
EST,,TOTAL,MALE,2007,1411.83
EST,,TOTAL,FEMALE,2011,522.77
EST,,TOTAL,FEMALE,2000,773.69
EST,,TOTAL,MALE,2006,1422.85
FIN,,TOTAL,MALE,2014,677.28
FIN,,TOTAL,FEMALE,2014,407.52
FIN,,TOTAL,ALL,2014,529.23
FRA,,TOTAL,ALL,2012,486.87
FRA,,TOTAL,MALE,2012,643
FRA,,TOTAL,FEMALE,2013,354.93
FRA,,TOTAL,FEMALE,2012,362.26
FRA,,TOTAL,ALL,2013,475.97
FRA,,TOTAL,MALE,2013,627.09
HUN,,TOTAL,FEMALE,2014,631.35
HUN,,TOTAL,ALL,2014,826.94
HUN,,TOTAL,MALE,2014,1099.06
IRL,,TOTAL,FEMALE,2013,450.02
IRL,,TOTAL,ALL,2013,540.72
IRL,,TOTAL,MALE,2013,648.68
KAZ,,TOTAL,ALL,2015,1041.83
KAZ,,TOTAL,MALE,2013,1513.11
KAZ,,TOTAL,MALE,2015,1402.04
KAZ,,TOTAL,MALE,2014,1440.6
KAZ,,TOTAL,FEMALE,2014,810.27
KAZ,,TOTAL,ALL,2013,1121.54
KAZ,,TOTAL,FEMALE,2013,841.05
KAZ,,TOTAL,ALL,2014,1071.31
KAZ,,TOTAL,FEMALE,2015,787.3
DNK,,TOTAL,FEMALE,2010,527.36
DNK,,TOTAL,ALL,2009,644.37
DNK,,TOTAL,MALE,2007,807.79
DNK,,TOTAL,FEMALE,2009,541.11
DNK,,TOTAL,ALL,2007,673.56
DNK,,TOTAL,MALE,2009,772.74
DNK,,TOTAL,ALL,2008,652.17
DNK,,TOTAL,MALE,2010,752.98
DNK,,TOTAL,MALE,2008,787
DNK,,TOTAL,ALL,2010,628.53
DNK,,TOTAL,FEMALE,2007,564.82
DNK,,TOTAL,FEMALE,2008,544.33
LTU,,TOTAL,MALE,2014,1252.55
LTU,,TOTAL,FEMALE,2013,606.02
LTU,,TOTAL,ALL,2013,890.77
LTU,,TOTAL,FEMALE,2014,578.47
LTU,,TOTAL,MALE,2013,1306.51
LTU,,TOTAL,ALL,2014,852.25
LUX,,TOTAL,MALE,2014,594.92
LUX,,TOTAL,ALL,2014,463.64
LUX,,TOTAL,FEMALE,2014,359.66
