COUNTRY,COUNTRY_GRP,AGE_GRP_LIST,SEX,YEAR,VALUE
DNK,,TOTAL,FEMALE,1978,706.6
DNK,,TOTAL,ALL,1977,871.57
DNK,,TOTAL,MALE,1978,1129.32
DNK,,TOTAL,FEMALE,1977,688.92
DNK,,TOTAL,FEMALE,1980,723.57
DNK,,TOTAL,ALL,1975,918.45
DNK,,TOTAL,ALL,1980,921.68
DNK,,TOTAL,MALE,1980,1177.16
DNK,,TOTAL,ALL,1978,893.31
DNK,,TOTAL,MALE,1981,1165.5
DNK,,TOTAL,ALL,1982,880.71
DNK,,TOTAL,MALE,1979,1159.13
DNK,,TOTAL,ALL,1979,907.85
DNK,,TOTAL,FEMALE,1975,738
DNK,,TOTAL,FEMALE,1981,712.17
DNK,,TOTAL,FEMALE,1976,759.6
DNK,,TOTAL,FEMALE,1972,791.4
DNK,,TOTAL,ALL,1981,909.24
DNK,,TOTAL,FEMALE,1979,711.84
DNK,,TOTAL,ALL,1974,939.21
DNK,,TOTAL,MALE,1982,1123.1
DNK,,TOTAL,MALE,1977,1101.51
DNK,,TOTAL,ALL,1973,946.91
DNK,,TOTAL,ALL,1972,968.34
DNK,,TOTAL,FEMALE,1982,694.5
DNK,,TOTAL,ALL,1976,949.58
DNK,,TOTAL,FEMALE,1973,764.06
DNK,,TOTAL,MALE,1983,1146.51
DNK,,TOTAL,FEMALE,1974,748.8
DNK,,TOTAL,MALE,1973,1169.15
DNK,,TOTAL,MALE,1976,1187.92
DNK,,TOTAL,MALE,1975,1141.93
DNK,,TOTAL,MALE,1974,1173.54
DNK,,TOTAL,MALE,1972,1180.33
DNK,,TOTAL,MALE,1970,1151.94
DNK,,TOTAL,ALL,1971,962.61
DNK,,TOTAL,MALE,1971,1175.76
DNK,,TOTAL,FEMALE,1971,784.99
DNK,,TOTAL,FEMALE,1969,808.97
DNK,,TOTAL,ALL,1969,973.56
DNK,,TOTAL,ALL,1970,958.46
DNK,,TOTAL,MALE,1969,1169.57
DNK,,TOTAL,FEMALE,1970,795.64
DEU,,TOTAL,ALL,1992,799.62
DEU,,TOTAL,MALE,1994,1028.49
DEU,,TOTAL,MALE,2015,687.01
DEU,,TOTAL,FEMALE,1992,627.08
DEU,,TOTAL,MALE,1991,1100
DEU,,TOTAL,MALE,1990,1119.22
DEU,,TOTAL,ALL,1993,800.14
DEU,,TOTAL,FEMALE,1994,609.05
DEU,,TOTAL,ALL,1994,778.24
DEU,,TOTAL,FEMALE,1991,654.03
DEU,,TOTAL,MALE,1993,1060.46
DEU,,TOTAL,FEMALE,1993,626.9
DEU,,TOTAL,FEMALE,2015,447.59
DEU,,TOTAL,FEMALE,1990,670.13
DEU,,TOTAL,MALE,1992,1058.99
DEU,,TOTAL,ALL,1990,847.31
DEU,,TOTAL,FEMALE,2012,440.28
DEU,,TOTAL,ALL,2012,545.34
DEU,,TOTAL,MALE,1995,1012.55
DEU,,TOTAL,FEMALE,1995,595.52
DEU,,TOTAL,ALL,1991,830.78
DEU,,TOTAL,MALE,1999,902.13
DEU,,TOTAL,ALL,1995,764.09
DEU,,TOTAL,FEMALE,2011,442.47
DEU,,TOTAL,MALE,2012,666.32
DEU,,TOTAL,ALL,2015,557.03
DEU,,TOTAL,ALL,2011,549.44
DEU,,TOTAL,MALE,2011,674.06
DEU,,TOTAL,MALE,1997,951.81
DEU,,TOTAL,FEMALE,1998,556.22
DEU,,TOTAL,ALL,2010,565.56
DEU,,TOTAL,FEMALE,2010,453.44
DEU,,TOTAL,ALL,1996,751.13
DEU,,TOTAL,MALE,2010,697.07
DEU,,TOTAL,MALE,1996,989.4
DEU,,TOTAL,ALL,1998,708.68
DEU,,TOTAL,FEMALE,1996,587.46
DEU,,TOTAL,FEMALE,1999,544.87
DEU,,TOTAL,FEMALE,1997,566.1
DEU,,TOTAL,FEMALE,2002,525.07
DEU,,TOTAL,MALE,1998,926.85
DEU,,TOTAL,ALL,1999,693.27
DEU,,TOTAL,ALL,2002,661.03
DEU,,TOTAL,ALL,2009,575.92
DEU,,TOTAL,MALE,2007,730.71
DEU,,TOTAL,FEMALE,2009,461.51
DEU,,TOTAL,FEMALE,2007,465.87
DEU,,TOTAL,ALL,2006,596.56
DEU,,TOTAL,ALL,1997,724.13
DEU,,TOTAL,FEMALE,2000,530.16
DEU,,TOTAL,ALL,2001,657.62
DEU,,TOTAL,ALL,2007,585.21
DEU,,TOTAL,MALE,2003,840.88
DEU,,TOTAL,ALL,2000,675.65
DEU,,TOTAL,ALL,2003,665.2
DEU,,TOTAL,MALE,2002,841.06
DEU,,TOTAL,FEMALE,2001,518.47
DEU,,TOTAL,MALE,2000,876.98
DEU,,TOTAL,FEMALE,2003,529.44
DEU,,TOTAL,MALE,2001,845.89
DEU,,TOTAL,MALE,2008,720.52
DEU,,TOTAL,FEMALE,2006,476.23
DEU,,TOTAL,MALE,2009,712.17
DEU,,TOTAL,MALE,2006,744.29
DEU,,TOTAL,FEMALE,2005,495.69
DEU,,TOTAL,ALL,2005,620.48
DEU,,TOTAL,ALL,2008,582.46
DEU,,TOTAL,FEMALE,2008,467.32
DEU,,TOTAL,MALE,2004,790.64
DEU,,TOTAL,ALL,2004,628.63
DEU,,TOTAL,MALE,2005,776.25
DEU,,TOTAL,FEMALE,2004,500.8
EST,,TOTAL,MALE,2012,1101.38
EST,,TOTAL,FEMALE,2012,512.5
EST,,TOTAL,MALE,1999,1616.26
EST,,TOTAL,FEMALE,1999,792
EST,,TOTAL,ALL,1999,1116.95
EST,,TOTAL,MALE,1998,1701.35
EST,,TOTAL,ALL,1998,1187.68
EST,,TOTAL,ALL,2012,747.1
EST,,TOTAL,FEMALE,1998,843.42
EST,,TOTAL,ALL,2015,688.06
EST,,TOTAL,FEMALE,1986,874.21
EST,,TOTAL,ALL,1985,1235.83
EST,,TOTAL,MALE,1986,1566.25
EST,,TOTAL,MALE,1982,1641.17
EST,,TOTAL,MALE,2015,987.46
EST,,TOTAL,ALL,1982,1180.93
EST,,TOTAL,FEMALE,2015,487.51
EST,,TOTAL,MALE,1985,1713.48
EST,,TOTAL,FEMALE,1982,897.66
EST,,TOTAL,FEMALE,1987,880.33
EST,,TOTAL,ALL,1981,1217.14
EST,,TOTAL,MALE,1981,1715
EST,,TOTAL,FEMALE,1985,942.86
EST,,TOTAL,ALL,1987,1132.4
EST,,TOTAL,FEMALE,1991,878.97
EST,,TOTAL,MALE,1987,1545.62
EST,,TOTAL,MALE,1988,1531.94
EST,,TOTAL,FEMALE,1996,832.73
EST,,TOTAL,ALL,1996,1172.53
EST,,TOTAL,MALE,1996,1688.31
EST,,TOTAL,ALL,1986,1133.46
EST,,TOTAL,FEMALE,1994,972.22
EST,,TOTAL,MALE,1994,1965.68
EST,,TOTAL,FEMALE,1995,897.25
EST,,TOTAL,MALE,1991,1653.53
EST,,TOTAL,ALL,1990,1175.98
EST,,TOTAL,ALL,1997,1141.64
EST,,TOTAL,MALE,1995,1874.21
EST,,TOTAL,MALE,1989,1526.38
EST,,TOTAL,ALL,1988,1132.87
EST,,TOTAL,ALL,1995,1294.94
EST,,TOTAL,MALE,1997,1634.29
EST,,TOTAL,MALE,1990,1643.18
EST,,TOTAL,FEMALE,1993,936.28
EST,,TOTAL,ALL,1994,1374.6
EST,,TOTAL,ALL,1991,1186.55
EST,,TOTAL,FEMALE,1997,810.81
EST,,TOTAL,FEMALE,1989,863.59
EST,,TOTAL,MALE,1992,1736.48
EST,,TOTAL,FEMALE,1981,922.56
EST,,TOTAL,FEMALE,1990,875.53
EST,,TOTAL,MALE,1993,1849.91
EST,,TOTAL,ALL,1992,1218.32
EST,,TOTAL,ALL,1989,1120.97
EST,,TOTAL,FEMALE,1988,884.64
EST,,TOTAL,ALL,1993,1302.11
EST,,TOTAL,FEMALE,1992,881.02
FIN,,TOTAL,FEMALE,1979,723.03
FIN,,TOTAL,FEMALE,1982,660.99
FIN,,TOTAL,FEMALE,1983,674.35
FIN,,TOTAL,ALL,1980,974.01
FIN,,TOTAL,ALL,1982,900.6
FIN,,TOTAL,ALL,1983,912.88
FIN,,TOTAL,MALE,1984,1231.63
FIN,,TOTAL,MALE,1980,1365.5
FIN,,TOTAL,ALL,1979,981.08
FIN,,TOTAL,MALE,1981,1311.27
FIN,,TOTAL,FEMALE,1984,650.06
FIN,,TOTAL,MALE,1982,1258.29
FIN,,TOTAL,MALE,1983,1277.33
FIN,,TOTAL,ALL,1981,948.14
FIN,,TOTAL,FEMALE,1980,714.05
FIN,,TOTAL,ALL,1988,882.04
FIN,,TOTAL,FEMALE,1981,701.52
FIN,,TOTAL,ALL,1984,883.5
FIN,,TOTAL,MALE,1979,1363.68
FIN,,TOTAL,FEMALE,1988,658.71
FIN,,TOTAL,ALL,1995,772.4
FIN,,TOTAL,FEMALE,1995,578.47
FIN,,TOTAL,FEMALE,1994,577.26
FIN,,TOTAL,MALE,1988,1207.47
FIN,,TOTAL,ALL,1994,765.43
FIN,,TOTAL,MALE,1987,1210.8
FIN,,TOTAL,ALL,1992,825.26
FIN,,TOTAL,MALE,1996,1024.93
FIN,,TOTAL,FEMALE,1996,560.9
FIN,,TOTAL,MALE,1985,1305.58
FIN,,TOTAL,ALL,1985,926.79
FIN,,TOTAL,MALE,1989,1181.08
FIN,,TOTAL,MALE,1993,1112.91
FIN,,TOTAL,MALE,1994,1030.98
FIN,,TOTAL,FEMALE,1990,646.48
FIN,,TOTAL,ALL,1996,753.73
FIN,,TOTAL,FEMALE,1985,677.78
FIN,,TOTAL,ALL,1987,880.36
FIN,,TOTAL,FEMALE,1987,656.56
FIN,,TOTAL,FEMALE,1993,628.84
FIN,,TOTAL,FEMALE,1989,647.51
FIN,,TOTAL,ALL,1993,827.9
FIN,,TOTAL,MALE,1976,1507.39
FIN,,TOTAL,MALE,1997,994.09
FIN,,TOTAL,ALL,1970,1245.42
FIN,,TOTAL,ALL,1989,867.03
FIN,,TOTAL,MALE,1990,1186.05
FIN,,TOTAL,MALE,1992,1130.47
FIN,,TOTAL,FEMALE,1992,615.52
FIN,,TOTAL,FEMALE,1970,966.4
FIN,,TOTAL,MALE,1970,1644.29
FIN,,TOTAL,ALL,1986,887.9
FIN,,TOTAL,FEMALE,1986,659.09
FIN,,TOTAL,ALL,1990,866.41
FIN,,TOTAL,ALL,1991,834.94
FIN,,TOTAL,MALE,1995,1046.72
FIN,,TOTAL,FEMALE,1991,621.7
FIN,,TOTAL,MALE,1973,1539.44
FIN,,TOTAL,ALL,1978,1008.5
FIN,,TOTAL,MALE,1991,1140.62
FIN,,TOTAL,MALE,1975,1497.41
FIN,,TOTAL,ALL,1969,1327.87
FIN,,TOTAL,FEMALE,1976,805.91
FIN,,TOTAL,ALL,1975,1093.94
FIN,,TOTAL,MALE,1978,1409.27
FIN,,TOTAL,MALE,1986,1221.31
FIN,,TOTAL,FEMALE,1978,737.23
FIN,,TOTAL,MALE,1971,1673.38
FIN,,TOTAL,ALL,1977,1045.73
FIN,,TOTAL,ALL,1997,740.84
FIN,,TOTAL,ALL,1998,728.21
FIN,,TOTAL,FEMALE,1999,532.61
FIN,,TOTAL,ALL,1974,1148.64
FIN,,TOTAL,ALL,1976,1088.81
FIN,,TOTAL,MALE,1977,1456.86
FIN,,TOTAL,FEMALE,1977,764.45
FIN,,TOTAL,ALL,1972,1188.75
FIN,,TOTAL,FEMALE,1972,918
FIN,,TOTAL,MALE,1972,1572.24
FIN,,TOTAL,MALE,1998,993.21
FIN,,TOTAL,FEMALE,1998,540.48
FIN,,TOTAL,ALL,1999,717.75
FIN,,TOTAL,MALE,2000,941.29
FIN,,TOTAL,FEMALE,2007,444.61
FIN,,TOTAL,FEMALE,1975,818.23
FIN,,TOTAL,FEMALE,1969,1048.32
FIN,,TOTAL,FEMALE,1971,978.95
FIN,,TOTAL,ALL,1971,1265.88
FIN,,TOTAL,FEMALE,1997,560.29
FIN,,TOTAL,MALE,1999,976.08
FIN,,TOTAL,FEMALE,2004,475.95
FIN,,TOTAL,MALE,2004,849.56
FIN,,TOTAL,ALL,2003,660.05
FIN,,TOTAL,FEMALE,1974,867.52
FIN,,TOTAL,MALE,2005,826.31
FIN,,TOTAL,MALE,2007,803.88
FIN,,TOTAL,ALL,2007,602.34
FIN,,TOTAL,MALE,2008,771.18
FIN,,TOTAL,FEMALE,2000,532.64
FIN,,TOTAL,ALL,2002,675.87
FIN,,TOTAL,FEMALE,1973,859.2
FIN,,TOTAL,MALE,1974,1553.42
FIN,,TOTAL,MALE,1969,1722.73
FIN,,TOTAL,ALL,2005,620.82
FIN,,TOTAL,ALL,2000,703.6
FIN,,TOTAL,FEMALE,2005,463.92
FIN,,TOTAL,FEMALE,2006,446.47
FIN,,TOTAL,ALL,2008,586.78
FIN,,TOTAL,FEMALE,2002,513.68
FIN,,TOTAL,ALL,2004,636.82
FIN,,TOTAL,ALL,2006,605
FIN,,TOTAL,MALE,2006,812.72
FIN,,TOTAL,MALE,2009,768.29
FIN,,TOTAL,FEMALE,2001,510.78
FIN,,TOTAL,ALL,2001,677.63
FIN,,TOTAL,MALE,2003,873.9
FIN,,TOTAL,FEMALE,2009,431.92
FIN,,TOTAL,FEMALE,2003,499.5
FIN,,TOTAL,ALL,1973,1138.89
FIN,,TOTAL,FEMALE,2008,439.29
FIN,,TOTAL,ALL,2009,579.94
FIN,,TOTAL,MALE,2001,908.67
FIN,,TOTAL,MALE,2002,895.06
FIN,,TOTAL,ALL,2011,554.36
FIN,,TOTAL,MALE,2010,754.68
FIN,,TOTAL,FEMALE,2011,416.38
FIN,,TOTAL,MALE,2011,726.71
FIN,,TOTAL,ALL,2010,573.77
FIN,,TOTAL,FEMALE,2010,429.29
FRA,,TOTAL,FEMALE,1985,569.64
FRA,,TOTAL,MALE,1985,1078.65
FRA,,TOTAL,ALL,1985,787.93
FRA,,TOTAL,MALE,1986,1102.29
FRA,,TOTAL,FEMALE,1986,579.19
FRA,,TOTAL,ALL,1986,800.68
FRA,,TOTAL,ALL,1984,789.48
FRA,,TOTAL,ALL,2010,500.62
FRA,,TOTAL,ALL,1982,816.53
FRA,,TOTAL,MALE,1984,1079.57
FRA,,TOTAL,ALL,1983,825.39
FRA,,TOTAL,MALE,1983,1121
FRA,,TOTAL,FEMALE,1984,571.35
FRA,,TOTAL,MALE,1990,944.92
FRA,,TOTAL,MALE,1991,930.19
FRA,,TOTAL,FEMALE,1983,603.96
FRA,,TOTAL,FEMALE,1990,493.15
FRA,,TOTAL,MALE,1987,1007.58
FRA,,TOTAL,FEMALE,1987,524.58
FRA,,TOTAL,ALL,1989,706.64
FRA,,TOTAL,ALL,1988,715.17
FRA,,TOTAL,MALE,1988,979.73
FRA,,TOTAL,ALL,1980,845.57
FRA,,TOTAL,FEMALE,1991,484.25
FRA,,TOTAL,FEMALE,1988,514.22
FRA,,TOTAL,ALL,1990,689.41
FRA,,TOTAL,MALE,2014,599.5
FRA,,TOTAL,MALE,1982,1112.88
FRA,,TOTAL,MALE,1989,967.97
FRA,,TOTAL,ALL,1987,732.29
FRA,,TOTAL,FEMALE,2010,368.61
FRA,,TOTAL,FEMALE,1982,595.04
FRA,,TOTAL,MALE,1980,1149.27
FRA,,TOTAL,ALL,1979,853.17
FRA,,TOTAL,ALL,2002,605.47
FRA,,TOTAL,FEMALE,1981,617.5
FRA,,TOTAL,FEMALE,1980,618.3
FRA,,TOTAL,FEMALE,1989,506.31
FRA,,TOTAL,FEMALE,2003,457.09
FRA,,TOTAL,ALL,2003,614.41
FRA,,TOTAL,FEMALE,2007,380.47
FRA,,TOTAL,ALL,2009,508.83
FRA,,TOTAL,MALE,1981,1143.06
FRA,,TOTAL,FEMALE,1979,623.65
FRA,,TOTAL,MALE,1979,1161.41
FRA,,TOTAL,ALL,1991,678.54
FRA,,TOTAL,MALE,2003,815.42
FRA,,TOTAL,ALL,2005,563.13
FRA,,TOTAL,MALE,2009,677.76
FRA,,TOTAL,MALE,2010,667.34
FRA,,TOTAL,ALL,1981,842.41
FRA,,TOTAL,FEMALE,1975,701.79
FRA,,TOTAL,ALL,2001,608.25
FRA,,TOTAL,MALE,2002,812.03
FRA,,TOTAL,FEMALE,2004,413.21
FRA,,TOTAL,MALE,2008,689.67
FRA,,TOTAL,MALE,1975,1256.6
FRA,,TOTAL,FEMALE,2001,442.81
FRA,,TOTAL,FEMALE,2002,444.69
FRA,,TOTAL,FEMALE,2006,391.64
FRA,,TOTAL,ALL,2007,520.74
FRA,,TOTAL,FEMALE,2008,381.81
FRA,,TOTAL,FEMALE,2009,375.41
FRA,,TOTAL,FEMALE,1976,684.3
FRA,,TOTAL,MALE,1976,1239.84
FRA,,TOTAL,ALL,1974,934.86
FRA,,TOTAL,FEMALE,2014,341.92
FRA,,TOTAL,MALE,1977,1184.44
FRA,,TOTAL,FEMALE,1995,455.28
FRA,,TOTAL,ALL,1993,664.48
FRA,,TOTAL,ALL,1976,921.2
FRA,,TOTAL,ALL,1973,945.98
FRA,,TOTAL,MALE,2001,821.26
FRA,,TOTAL,MALE,2004,751.55
FRA,,TOTAL,ALL,2006,533.56
FRA,,TOTAL,MALE,2007,700.2
FRA,,TOTAL,ALL,2008,517.07
FRA,,TOTAL,ALL,1978,874.94
FRA,,TOTAL,ALL,1975,937.38
FRA,,TOTAL,FEMALE,1974,698.61
FRA,,TOTAL,FEMALE,1973,714.68
FRA,,TOTAL,ALL,1992,664.56
FRA,,TOTAL,FEMALE,1993,474.91
FRA,,TOTAL,MALE,1995,872.51
FRA,,TOTAL,FEMALE,1977,644.04
FRA,,TOTAL,MALE,1974,1260.56
FRA,,TOTAL,MALE,1993,909.22
FRA,,TOTAL,MALE,1994,877.86
FRA,,TOTAL,ALL,2014,456.71
FRA,,TOTAL,MALE,2006,715.69
FRA,,TOTAL,FEMALE,2005,415.47
FRA,,TOTAL,FEMALE,1978,641.94
FRA,,TOTAL,MALE,1992,912.7
FRA,,TOTAL,FEMALE,1992,472.46
FRA,,TOTAL,FEMALE,1998,460.81
FRA,,TOTAL,MALE,1972,1280.05
FRA,,TOTAL,ALL,2004,561.08
FRA,,TOTAL,MALE,2005,751.25
FRA,,TOTAL,FEMALE,1972,722.68
FRA,,TOTAL,FEMALE,1994,454.4
FRA,,TOTAL,MALE,1978,1190.29
FRA,,TOTAL,FEMALE,2000,444.37
FRA,,TOTAL,ALL,2000,613.61
FRA,,TOTAL,ALL,1972,957.1
FRA,,TOTAL,FEMALE,1999,456.68
FRA,,TOTAL,MALE,1999,854.61
FRA,,TOTAL,ALL,1977,874.61
FRA,,TOTAL,MALE,1973,1267.22
FRA,,TOTAL,MALE,1996,864.58
FRA,,TOTAL,FEMALE,1996,452.44
FRA,,TOTAL,ALL,1998,635.96
FRA,,TOTAL,ALL,1996,632.74
FRA,,TOTAL,ALL,1995,638.04
FRA,,TOTAL,MALE,2000,832.2
FRA,,TOTAL,FEMALE,1969,793.44
FRA,,TOTAL,ALL,1994,639.65
FRA,,TOTAL,MALE,1970,1285.7
FRA,,TOTAL,FEMALE,1970,743.82
FRA,,TOTAL,ALL,1969,1040.03
FRA,,TOTAL,ALL,1999,629.83
FRA,,TOTAL,ALL,1970,970.53
FRA,,TOTAL,MALE,1997,838.22
FRA,,TOTAL,FEMALE,1997,442.95
FRA,,TOTAL,MALE,1998,862.47
FRA,,TOTAL,FEMALE,1971,745.26
FRA,,TOTAL,MALE,1971,1300.62
FRA,,TOTAL,ALL,1997,616.07
FRA,,TOTAL,ALL,1971,978.03
FRA,,TOTAL,FEMALE,1968,818.35
FRA,,TOTAL,MALE,1969,1383.53
FRA,,TOTAL,ALL,1968,1063.33
FRA,,TOTAL,MALE,1968,1414.96
MKD,,TOTAL,ALL,1992,1092.11
MKD,,TOTAL,ALL,1991,1011.86
MKD,,TOTAL,FEMALE,1993,871.06
MKD,,TOTAL,FEMALE,2001,834.88
MKD,,TOTAL,MALE,2001,1207.77
MKD,,TOTAL,MALE,1992,1280.96
MKD,,TOTAL,FEMALE,1992,922.77
MKD,,TOTAL,ALL,2000,1060
MKD,,TOTAL,MALE,2000,1241.32
MKD,,TOTAL,MALE,1999,1247.38
MKD,,TOTAL,ALL,1999,1058.08
MKD,,TOTAL,FEMALE,1999,892.16
MKD,,TOTAL,FEMALE,2000,903.09
MKD,,TOTAL,ALL,1993,1046.88
MKD,,TOTAL,MALE,1995,1242.17
MKD,,TOTAL,MALE,1998,1268.8
MKD,,TOTAL,ALL,1998,1090.71
MKD,,TOTAL,FEMALE,1998,935.24
MKD,,TOTAL,ALL,1997,1039.31
MKD,,TOTAL,FEMALE,1996,851.42
MKD,,TOTAL,ALL,1996,1018.63
MKD,,TOTAL,FEMALE,1995,890.81
MKD,,TOTAL,MALE,1993,1243.66
MKD,,TOTAL,FEMALE,1994,868.48
MKD,,TOTAL,FEMALE,1997,874.96
MKD,,TOTAL,MALE,1994,1231.21
MKD,,TOTAL,ALL,1994,1038.74
MKD,,TOTAL,MALE,1997,1229.33
MKD,,TOTAL,ALL,1995,1054.84
MKD,,TOTAL,FEMALE,1991,856.8
MKD,,TOTAL,ALL,2002,1079.11
MKD,,TOTAL,FEMALE,2002,907.35
MKD,,TOTAL,MALE,1991,1186.29
MKD,,TOTAL,MALE,1996,1210.36
MKD,,TOTAL,ALL,2001,1008.17
MKD,,TOTAL,MALE,2003,1262.92
MKD,,TOTAL,MALE,2002,1272.09
MKD,,TOTAL,ALL,2003,1066.56
MKD,,TOTAL,MALE,2004,1209.55
MKD,,TOTAL,FEMALE,2003,894.38
MKD,,TOTAL,FEMALE,2004,883.49
MKD,,TOTAL,MALE,2006,1184.56
MKD,,TOTAL,FEMALE,2006,852.94
MKD,,TOTAL,ALL,2004,1035.6
MKD,,TOTAL,FEMALE,2005,886.37
MKD,,TOTAL,ALL,2006,1007.67
MKD,,TOTAL,FEMALE,2013,754.5
MKD,,TOTAL,ALL,2005,1032.72
MKD,,TOTAL,MALE,2005,1198.65
MKD,,TOTAL,ALL,2013,894.44
MKD,,TOTAL,ALL,2012,956.8
MKD,,TOTAL,MALE,2013,1059.21
MKD,,TOTAL,FEMALE,2012,817.85
MKD,,TOTAL,MALE,2012,1120.7
MKD,,TOTAL,MALE,2007,1212.88
MKD,,TOTAL,MALE,2011,1093.22
MKD,,TOTAL,FEMALE,2007,889.44
MKD,,TOTAL,ALL,2011,936.5
MKD,,TOTAL,FEMALE,2008,842.4
MKD,,TOTAL,FEMALE,2011,799.91
MKD,,TOTAL,MALE,2010,1114.24
MKD,,TOTAL,MALE,2008,1142.33
MKD,,TOTAL,ALL,2010,939.42
MKD,,TOTAL,ALL,2007,1039.11
MKD,,TOTAL,FEMALE,2010,790.55
MKD,,TOTAL,MALE,2009,1126.83
MKD,,TOTAL,FEMALE,2009,822.55
MKD,,TOTAL,ALL,2008,981.7
MKD,,TOTAL,ALL,2009,964.77
GEO,,TOTAL,ALL,1988,1016.39
GEO,,TOTAL,MALE,1989,1290.63
GEO,,TOTAL,MALE,1988,1319.46
GEO,,TOTAL,MALE,2004,1475.48
GEO,,TOTAL,FEMALE,2001,707.55
GEO,,TOTAL,MALE,1995,1144.63
GEO,,TOTAL,FEMALE,1999,730.49
GEO,,TOTAL,MALE,1987,1320.7
GEO,,TOTAL,ALL,2006,862.75
GEO,,TOTAL,FEMALE,1988,815.16
GEO,,TOTAL,ALL,2001,892.87
GEO,,TOTAL,ALL,2000,946.87
GEO,,TOTAL,MALE,1986,1337.39
GEO,,TOTAL,FEMALE,1987,802.39
GEO,,TOTAL,ALL,1996,803.05
GEO,,TOTAL,MALE,1994,999.68
GEO,,TOTAL,MALE,1999,1234.89
GEO,,TOTAL,FEMALE,2000,754.16
GEO,,TOTAL,FEMALE,1998,705.95
GEO,,TOTAL,MALE,2001,1157.76
GEO,,TOTAL,ALL,1986,1018.64
GEO,,TOTAL,ALL,1994,749.8
GEO,,TOTAL,MALE,1992,1236.57
GEO,,TOTAL,FEMALE,1995,667.2
GEO,,TOTAL,ALL,1991,947.42
GEO,,TOTAL,ALL,1992,954
GEO,,TOTAL,FEMALE,1994,562.09
GEO,,TOTAL,FEMALE,1992,753.25
GEO,,TOTAL,FEMALE,1996,621.51
GEO,,TOTAL,MALE,1998,1225.6
GEO,,TOTAL,FEMALE,1991,746.26
GEO,,TOTAL,ALL,1990,949.1
GEO,,TOTAL,FEMALE,1997,701.7
GEO,,TOTAL,ALL,1999,932.49
GEO,,TOTAL,FEMALE,1982,787.4
GEO,,TOTAL,FEMALE,2010,635.52
GEO,,TOTAL,MALE,1991,1233.23
GEO,,TOTAL,MALE,1996,1055.81
GEO,,TOTAL,ALL,1995,866.12
GEO,,TOTAL,ALL,1998,914.95
GEO,,TOTAL,ALL,1997,881.37
GEO,,TOTAL,MALE,2010,1147.26
GEO,,TOTAL,ALL,2010,855.77
GEO,,TOTAL,MALE,2000,1228.25
GEO,,TOTAL,MALE,2005,1203.85
GEO,,TOTAL,FEMALE,2004,847.16
GEO,,TOTAL,FEMALE,1986,815.27
GEO,,TOTAL,MALE,1997,1136.16
GEO,,TOTAL,ALL,2009,894.43
GEO,,TOTAL,FEMALE,1985,823.53
GEO,,TOTAL,FEMALE,1990,755.3
GEO,,TOTAL,ALL,2005,874.62
GEO,,TOTAL,MALE,2007,1152.34
GEO,,TOTAL,ALL,2007,816.84
GEO,,TOTAL,MALE,1990,1228.38
GEO,,TOTAL,FEMALE,1989,789.07
GEO,,TOTAL,MALE,2009,1207.37
GEO,,TOTAL,MALE,1985,1353.95
GEO,,TOTAL,ALL,1985,1029.89
GEO,,TOTAL,ALL,1987,1004.68
GEO,,TOTAL,FEMALE,2006,636.79
GEO,,TOTAL,FEMALE,2007,594.1
GEO,,TOTAL,FEMALE,1981,813.57
GEO,,TOTAL,ALL,1989,991.87
GEO,,TOTAL,FEMALE,2005,669.06
GEO,,TOTAL,ALL,2015,1026.75
GEO,,TOTAL,MALE,1981,1365.14
GEO,,TOTAL,FEMALE,2009,674.21
GEO,,TOTAL,ALL,1981,1028.49
GEO,,TOTAL,FEMALE,2015,765.26
GEO,,TOTAL,MALE,2006,1196.62
GEO,,TOTAL,ALL,1982,995.53
GEO,,TOTAL,MALE,2015,1384.81
GEO,,TOTAL,ALL,2004,1086.54
GEO,,TOTAL,MALE,1982,1320.43
GRC,,TOTAL,MALE,1980,972.9
GRC,,TOTAL,FEMALE,1982,673.04
GRC,,TOTAL,FEMALE,1981,687.43
GRC,,TOTAL,ALL,1982,796.62
GRC,,TOTAL,MALE,1981,950.27
GRC,,TOTAL,FEMALE,1979,687.72
GRC,,TOTAL,ALL,1981,809.54
GRC,,TOTAL,ALL,1979,810.32
GRC,,TOTAL,ALL,1980,834
GRC,,TOTAL,MALE,1982,938.04
GRC,,TOTAL,FEMALE,1992,609.54
GRC,,TOTAL,FEMALE,1983,692.05
GRC,,TOTAL,FEMALE,1980,713.49
GRC,,TOTAL,MALE,1979,953.02
GRC,,TOTAL,MALE,1988,904.19
GRC,,TOTAL,FEMALE,1989,618.47
GRC,,TOTAL,MALE,1990,886.73
GRC,,TOTAL,ALL,1987,795.9
GRC,,TOTAL,MALE,1989,892.71
GRC,,TOTAL,ALL,1986,783.69
GRC,,TOTAL,ALL,1984,783.13
GRC,,TOTAL,FEMALE,1985,676.91
GRC,,TOTAL,FEMALE,1987,669.41
GRC,,TOTAL,MALE,1987,940.68
GRC,,TOTAL,FEMALE,1986,655.99
GRC,,TOTAL,ALL,1989,746.11
GRC,,TOTAL,ALL,1985,808.1
GRC,,TOTAL,FEMALE,1978,696.77
GRC,,TOTAL,ALL,1988,755.52
GRC,,TOTAL,FEMALE,1988,626.19
GRC,,TOTAL,MALE,1985,959.79
GRC,,TOTAL,MALE,1983,962.07
GRC,,TOTAL,MALE,1993,866.53
