COUNTRY,YEAR,death_all,death_external,death_internal,death_diabetes_65,death_cerebrovascular_65,death_respiratory_65,elderly_rate,life_expectancy,hospital_beds,gni
FIN,1998.0,728.21,73.62,654.59,50.5,534.2,449.19,14.663820699999999,77.47,777.24,25820.0
FIN,1999.0,717.75,72.43,645.3199999999999,50.33,518.82,448.41,14.77301326,77.63,760.53,26040.0
FIN,2003.0,660.05,67.77,592.28,44.23,468.08,361.13,15.45898696,78.71,724.33,28720.0
FIN,2007.0,602.34,67.55,534.7900000000001,40.03,373.26,192.62,16.48748658,79.7,673.3,46160.0
FIN,2002.0,675.87,68.07,607.8,47.86,474.61,383.65,15.2476696,78.46,735.14,25550.0
FIN,2005.0,620.82,69.3,551.5200000000001,40.12,410.57,227.82,16.0,79.35,705.29,40170.0
FIN,2000.0,703.6,70.55,633.0500000000001,52.33,514.76,448.27,15.0,77.87,753.97,26450.0
FIN,2008.0,586.78,66.95,519.8299999999999,38.66,349.33,164.38,16.63067276,80.03,656.84,50070.0
FIN,2004.0,636.82,71.79,565.0300000000001,41.68,430.64,287.68,15.72385147,78.98,709.94,35270.0
FIN,2006.0,605.0,69.61,535.39,35.35,396.07,188.53,16.23436179,79.67,698.66,42800.0
FIN,2001.0,677.63,70.62,607.01,48.11,489.33,395.68,15.07871905,78.35,746.24,25810.0
FIN,2009.0,579.94,63.77,516.1700000000001,29.87,353.99,178.46,16.88099729,80.18,625.22,48800.0
FIN,2011.0,554.36,57.3,497.06,31.53,332.7,155.42,17.82285675,80.76,552.15,50150.0
FIN,2010.0,573.77,60.5,513.27,28.4,329.69,156.0,17.2,80.34,585.38,49600.0
FRA,1986.0,800.68,80.31,720.3699999999999,68.39,621.87,388.86,13.20842254,75.92,,11330.0
FRA,2010.0,500.62,43.22,457.4,66.5,190.69,193.73,16.8,81.97,662.16,43850.0
FRA,1989.0,706.64,73.23,633.41,60.5,459.75,320.01,14.39242452,77.3,,19490.0
FRA,1988.0,715.17,72.59,642.5799999999999,61.44,484.39,306.47,14.18159499,77.15,,18520.0
FRA,1990.0,689.41,72.04,617.37,58.07,429.24,337.58,14.0,77.62,,20640.0
FRA,1987.0,732.29,73.01,659.28,61.34,525.29,303.99,13.95375174,76.88,,14460.0
FRA,2002.0,605.47,54.45,551.02,88.45,284.27,261.87,16.24372952,79.54,796.66,23090.0
FRA,2003.0,614.41,54.06,560.3499999999999,91.05,285.25,279.8,16.30212001,79.44,778.69,25930.0
FRA,2009.0,508.83,44.09,464.74,71.59,198.95,210.76,16.73799333,81.75,686.21,43930.0
FRA,1991.0,678.54,69.75,608.79,55.14,423.45,311.58,14.72393498,77.78,,21420.0
FRA,2005.0,563.13,48.08,515.05,83.01,245.87,258.66,16.5,80.48,746.24,35870.0
FRA,2001.0,608.25,55.58,552.67,87.48,294.62,250.7,16.17904347,79.43,809.27,23840.0
FRA,2007.0,520.74,44.61,476.13,74.11,211.35,213.7,16.55846763,81.46,727.23,40130.0
FRA,1993.0,664.48,67.5,596.98,55.76,383.98,337.89,15.13223622,78.1,,23580.0
FRA,2006.0,533.56,45.98,487.5799999999999,76.65,224.52,213.92,16.53568979,81.16,732.35,37850.0
FRA,2008.0,517.07,44.1,472.97,73.44,206.67,210.71,16.62980035,81.56,711.03,43460.0
FRA,1992.0,664.56,68.04,596.52,52.57,396.93,322.75,14.92079981,78.08,,23840.0
FRA,2014.0,456.71,36.82,419.89,61.1,165.12,189.53,,83.14,640.85,43320.0
FRA,2004.0,561.08,48.82,512.26,81.86,252.13,231.0,16.37667877,80.5,762.07,31360.0
FRA,2000.0,613.61,56.16,557.45,87.91,303.16,281.19,16.0,79.34,822.27,24970.0
FRA,1998.0,635.96,60.85,575.11,74.62,329.35,352.76,15.69310447,78.88,851.02,25830.0
FRA,1996.0,632.74,60.83,571.91,53.17,346.1,336.29,15.80151024,78.86,,27110.0
FRA,1995.0,638.04,62.95,575.0899999999999,52.4,350.46,320.94,15.1,78.71,,25740.0
FRA,1994.0,639.65,64.48,575.17,52.62,354.75,305.16,15.34296497,78.61,,24380.0
FRA,1999.0,629.83,59.98,569.85,80.26,317.8,351.21,15.94894556,79.02,844.31,25420.0
FRA,1997.0,616.07,59.86,556.21,54.09,332.41,337.93,16.0078758,79.24,866.74,26930.0
MKD,1992.0,1092.11,37.2,1054.9099999999999,133.29,1298.1,388.67,8.1983914,71.27,565.02,1750.0
MKD,1991.0,1011.86,40.72,971.14,139.25,1185.96,407.53,7.972359299999999,72.14,578.73,
MKD,2000.0,1060.0,38.4,1021.6,216.98,1526.95,286.6,10.09534385,73.23,505.74,1910.0
MKD,1999.0,1058.08,41.85,1016.2299999999999,180.39,1493.08,267.5,9.81849567,72.92,510.28,1910.0
MKD,1993.0,1046.88,41.7,1005.1800000000001,135.51,1306.26,337.32,8.42916853,72.02,560.06,1460.0
MKD,1998.0,1090.71,39.34,1051.3700000000001,192.73,1530.13,255.66,9.51854599,72.49,514.71,2010.0
MKD,1997.0,1039.31,35.36,1003.9499999999999,190.82,1550.6,353.08,9.23932095,72.75,515.7,2210.0
MKD,1996.0,1018.63,33.83,984.8,182.33,1397.75,347.78,9.02602442,72.87,519.94,2190.0
MKD,1994.0,1038.74,36.81,1001.9300000000001,150.08,1307.17,313.89,8.63241881,72.24,555.0,1400.0
MKD,1995.0,1054.84,30.82,1024.02,143.33,1389.47,310.19,8.81378899,72.21,541.45,1790.0
MKD,2002.0,1079.11,39.36,1039.75,209.48,1556.4,269.81,10.53744833,73.16,483.63,1820.0
MKD,2001.0,1008.17,38.16,970.01,217.09,1470.81,238.64,10.3561779,73.59,493.64,1820.0
MKD,2003.0,1066.56,33.33,1033.23,232.55,1563.53,321.08,10.693698800000002,73.42,480.71,2090.0
MKD,2004.0,1035.6,37.34,998.2599999999999,258.01,1525.32,291.86,10.79853622,73.64,477.19,2560.0
MKD,2006.0,1007.67,33.4,974.27,255.12,1492.01,273.22,11.15370439,73.97,462.69,3310.0
MKD,2005.0,1032.72,29.97,1002.75,261.32,1601.69,291.25,10.99435159,73.8,469.79,2990.0
MKD,2013.0,894.44,25.61,868.83,266.37,1287.27,222.14,12.18149719,75.52,442.79,5000.0
MKD,2012.0,956.8,27.14,929.66,289.84,1424.69,269.66,11.89664073,75.01,440.36,4740.0
MKD,2011.0,936.5,25.21,911.29,256.75,1476.98,242.86,11.75459877,75.19,450.76,4810.0
MKD,2010.0,939.42,28.33,911.0899999999999,256.31,1433.64,254.45,11.66693593,75.1,459.07,4700.0
MKD,2007.0,1039.11,37.07,1002.0399999999998,258.98,1579.68,280.52,11.29118367,73.83,456.36,3580.0
MKD,2008.0,981.7,28.97,952.73,286.76,1513.28,280.65,11.44126381,74.51,454.64,4330.0
MKD,2009.0,964.77,29.78,934.99,238.31,1443.02,240.38,11.56050873,74.51,447.8,4610.0
GEO,1988.0,1016.39,56.71,959.68,54.28,1704.85,251.7,8.79437636,71.91,,
GEO,2006.0,862.75,27.26,835.49,54.05,1372.38,112.63,14.48840382,74.42,374.15,1910.0
GEO,2001.0,892.87,28.21,864.66,82.58,1597.09,81.05,12.75062978,74.61,445.23,780.0
GEO,2000.0,946.87,27.63,919.24,104.94,1695.7,116.26,12.4,74.0,480.75,810.0
GEO,1996.0,803.05,34.22,768.8299999999999,54.74,1235.54,86.84,11.27922971,75.15,524.95,670.0
GEO,1986.0,1018.64,52.12,966.52,47.27,1718.26,265.8,8.73790588,71.84,,
GEO,1994.0,749.8,48.1,701.6999999999999,54.88,1119.34,59.45,10.64160179,,,510.0
GEO,1991.0,947.42,56.39,891.03,50.25,1591.66,112.01,9.64132336,73.06,,
GEO,1992.0,954.0,57.81,896.19,43.15,1661.18,81.01,9.97484556,72.93,,750.0
GEO,1990.0,949.1,57.9,891.2,81.01,1637.89,197.45,9.3,72.99,,
GEO,1999.0,932.49,34.91,897.58,92.07,1609.67,86.75,12.24592925,73.84,505.13,840.0
GEO,1995.0,866.12,45.22,820.9,63.31,1445.77,64.34,11.4,74.22,,550.0
GEO,1998.0,914.95,34.4,880.5500000000001,76.77,1528.23,101.09,11.92017561,73.9,525.43,870.0
GEO,1997.0,881.37,32.87,848.5,55.89,1493.87,104.3,11.59842442,74.17,540.22,820.0
GEO,2010.0,855.77,21.66,834.11,56.07,574.86,56.29,14.3,74.74,299.34,3170.0
GEO,2009.0,894.43,35.67,858.76,66.56,1085.86,84.16,14.1943821,73.77,309.08,2930.0
GEO,2005.0,874.62,27.56,847.0600000000001,56.93,1373.43,99.38,14.3,74.09,391.96,1520.0
GEO,2007.0,816.84,29.21,787.63,51.38,1282.3,113.02,14.65568317,75.24,331.9,2380.0
GEO,1987.0,1004.68,52.15,952.53,45.71,1544.73,253.58,8.74965662,72.03,,
GEO,1989.0,991.87,61.15,930.72,73.55,1733.89,235.59,8.97336293,72.21,,
GEO,2015.0,1026.75,41.63,985.12,131.76,929.68,238.62,14.6,73.01,,4400.0
GEO,2004.0,1086.54,43.43,1043.11,102.52,1657.52,432.83,13.86177591,71.8,412.33,1210.0
GRC,1987.0,795.9,49.51,746.39,62.44,1153.48,305.46,13.27907047,76.25,517.41,6130.0
GRC,1986.0,783.69,43.57,740.12,60.06,1171.03,322.56,13.47504918,76.51,530.57,5360.0
GRC,1989.0,746.11,45.4,700.71,47.0,1105.36,280.89,13.57847267,77.03,509.92,8310.0
GRC,1988.0,755.52,44.33,711.1899999999999,54.08,1123.13,276.18,13.41735578,76.85,513.97,7590.0
GRC,1992.0,740.0,36.47,703.53,78.31,1058.26,341.84,14.26598397,77.29,495.88,11200.0
GRC,1996.0,713.08,38.24,674.84,46.73,989.03,300.67,15.4100839,77.79,491.04,13430.0
GRC,1995.0,719.01,39.23,679.78,38.9,1054.4,309.05,14.7,77.67,491.11,12410.0
GRC,1990.0,739.87,40.37,699.5,54.97,1107.69,299.61,13.5,77.19,505.18,8970.0
GRC,1991.0,734.54,38.42,696.12,67.76,1107.66,301.95,13.96717641,77.32,500.15,9850.0
GRC,1998.0,706.83,38.26,668.57,30.66,1014.9,354.27,16.00832863,78.04,484.5,13810.0
GRC,1994.0,712.49,38.39,674.1,35.47,1045.4,290.66,14.83830429,77.73,490.74,11610.0
GRC,1997.0,695.83,37.66,658.1700000000001,39.02,996.35,291.95,15.70699328,78.12,486.93,14100.0
GRC,2007.0,626.95,32.38,594.57,53.35,708.68,440.13,18.60310096,79.55,481.45,26350.0
GRC,1993.0,720.44,37.97,682.47,54.75,1003.99,303.82,14.55731738,77.57,498.25,11140.0
GRC,2006.0,616.83,30.55,586.2800000000001,53.62,770.33,399.23,18.54350703,79.79,481.69,24550.0
GRC,1999.0,702.07,37.36,664.71,37.57,979.46,364.94,16.3132878,78.12,472.35,13380.0
GRC,2008.0,595.53,29.64,565.89,46.68,665.89,419.71,18.65660153,80.13,477.46,28660.0
GRC,2000.0,704.65,36.77,667.88,38.65,982.39,400.28,16.4,78.23,471.72,13330.0
GRC,2004.0,663.58,32.93,630.6500000000001,43.48,872.81,367.54,17.97890656,79.04,468.92,19580.0
GRC,2001.0,679.31,35.78,643.53,31.96,961.94,350.24,16.99931497,78.62,477.41,13070.0
GRC,2011.0,547.86,26.32,521.54,39.5,530.58,361.48,19.47170028,80.9,439.75,24930.0
GRC,2003.0,673.51,32.54,640.97,36.71,929.17,364.61,17.68644569,78.93,469.56,15700.0
GRC,2014.0,517.56,25.55,492.00999999999993,52.75,438.79,391.92,20.69192661,81.56,419.61,22180.0
GRC,2002.0,674.67,32.08,642.5899999999999,35.87,950.36,374.19,17.36322872,78.8,471.27,13150.0
GRC,2015.0,536.88,30.07,506.81,56.77,431.99,441.5,19.9,81.1,,20320.0
GRC,2010.0,557.98,27.21,530.77,37.64,552.51,381.05,18.4,80.69,440.66,27660.0
GRC,2005.0,641.96,33.7,608.26,43.92,815.36,383.34,17.8,79.32,472.9,22760.0
GRC,2009.0,577.2,29.87,547.33,38.67,611.11,416.1,18.808985500000002,80.34,484.85,29330.0
HUN,2004.0,1009.75,76.79,932.96,111.6,902.47,239.73,15.55674723,73.03,788.77,8640.0
HUN,2003.0,1047.87,79.94,967.9299999999998,128.09,983.65,254.55,15.43174026,72.59,789.53,6650.0
HUN,2001.0,1035.46,80.62,954.84,89.21,1001.28,207.43,15.19935804,72.56,791.8,4790.0
HUN,2000.0,1123.27,84.87,1038.4,119.39,1077.94,265.7,15.1,71.49,815.51,4620.0
HUN,2005.0,1015.39,67.89,947.5,173.28,794.23,293.66,15.6,73.01,791.45,10360.0
HUN,1997.0,1142.25,90.08,1052.17,100.16,1042.5,296.88,14.56421009,71.06,,4400.0
HUN,1998.0,1146.39,90.34,1056.0500000000002,110.81,1057.25,268.26,14.74854796,70.97,,4410.0
HUN,2002.0,1034.43,81.52,952.9100000000001,115.5,980.95,222.06,15.312954300000001,72.64,791.05,5290.0
HUN,1996.0,1178.81,94.91,1083.8999999999999,92.85,1128.48,316.42,14.39575927,70.65,,4370.0
HUN,1999.0,1192.49,92.29,1100.2,125.3,1099.09,324.46,14.90829331,70.75,,4490.0
HUN,2006.0,968.87,64.93,903.94,146.8,713.72,274.65,15.86592489,73.57,797.72,11250.0
HUN,1992.0,1275.5,118.24,1157.26,95.6,1204.37,368.78,13.70183505,69.17,,
HUN,1990.0,1260.13,121.05,1139.0800000000002,101.72,1248.17,356.72,13.5,69.45,,
HUN,1995.0,1211.28,100.88,1110.4,96.74,1112.69,336.43,14.3,70.05,,4250.0
HUN,1989.0,1229.85,115.41,1114.4399999999998,96.85,1203.19,364.43,13.21150701,69.66,,
HUN,1988.0,1197.34,110.63,1086.71,99.7,1220.41,324.81,13.02411174,70.16,,
HUN,1991.0,1247.44,117.15,1130.29,98.27,1216.8,332.11,13.546223999999999,69.5,,
HUN,1993.0,1282.86,110.87,1171.9899999999998,94.28,1177.12,372.17,13.850185399999999,69.17,,3660.0
HUN,1994.0,1240.17,106.31,1133.8600000000001,100.99,1112.97,359.95,14.01974504,69.64,,4030.0
HUN,1987.0,1229.61,116.11,1113.5,108.8,1290.45,347.07,12.78750931,69.77,,
HUN,2007.0,962.5,62.51,899.99,139.07,702.49,293.46,16.0555223,73.65,718.59,11790.0
HUN,2008.0,926.18,60.85,865.3299999999999,128.41,655.04,264.76,16.25880089,74.23,710.51,13230.0
HUN,2009.0,914.82,58.96,855.86,116.44,666.39,273.34,16.48147611,74.45,714.38,13380.0
HUN,1986.0,1272.65,118.07,1154.5800000000002,106.6,1313.65,430.32,12.56184975,69.31,,
HUN,2010.0,898.48,57.35,841.13,111.25,643.36,255.4,16.1,74.78,718.18,13190.0
HUN,2012.0,871.43,52.17,819.26,124.13,595.73,285.78,17.02351774,75.33,700.07,12990.0
HUN,2015.0,823.14,48.17,774.97,107.71,556.08,277.93,17.5,76.01,,13220.0
HUN,2011.0,875.3,54.01,821.29,123.93,604.87,264.33,16.80586522,75.15,718.72,13170.0
ISL,1991.0,691.15,48.29,642.86,46.3,516.16,577.4,10.73643411,78.06,,25260.0
ISL,1993.0,645.9,41.06,604.8399999999999,57.96,509.02,683.98,10.91736164,79.07,,26100.0
ISL,1989.0,684.41,44.23,640.18,33.06,470.83,651.69,10.52631579,78.28,,24210.0
ISL,1992.0,655.15,42.24,612.91,15.77,424.89,706.39,10.72386059,78.87,,26510.0
ISL,1986.0,682.17,58.22,623.9499999999999,22.4,588.9,558.08,10.27960526,78.05,,14250.0
ISL,1990.0,675.49,51.4,624.09,15.15,538.59,605.58,10.7,78.22,,24810.0
ISL,1987.0,716.21,52.45,663.76,16.61,525.85,633.05,10.41073607,77.45,,19100.0
ISL,1988.0,743.72,51.6,692.12,25.59,565.18,837.44,10.48419368,77.2,,23470.0
ISL,1994.0,630.11,36.37,593.74,18.48,526.03,605.95,10.97744361,79.35,,25660.0
ISL,2004.0,538.35,34.81,503.54,46.56,354.86,322.19,11.71924932,81.18,,42030.0
ISL,2003.0,546.77,34.82,511.95,53.11,383.08,353.85,11.73117343,81.17,,33720.0
ISL,1995.0,689.52,58.76,630.76,27.4,592.41,730.66,11.2,78.03,,25490.0
ISL,2005.0,521.94,33.87,488.07000000000005,36.66,314.09,395.0,11.8,81.61,,50700.0
ISL,2014.0,456.55,32.29,424.26,48.44,203.33,263.81,13.37612692,83.04,318.04,48230.0
ISL,1997.0,647.48,39.41,608.07,37.22,467.22,491.77,11.5028699,78.97,,28090.0
ISL,2015.0,469.67,35.46,434.21000000000004,39.05,247.77,274.98,13.7,82.66,314.07,50150.0
ISL,1996.0,661.13,35.24,625.89,63.11,502.85,693.77,11.37969505,78.93,,27320.0
ISL,1999.0,630.55,29.96,600.5899999999999,62.09,473.09,477.81,11.54431713,79.47,,30400.0
ISL,2002.0,562.73,38.82,523.91,34.64,376.64,336.04,11.64143706,80.62,,30930.0
ISL,1998.0,613.74,42.44,571.3,54.81,488.71,387.33,11.55905535,79.76,,29070.0
ISL,2000.0,601.66,47.64,554.02,50.85,431.03,423.29,11.6,79.81,,31550.0
ISL,2001.0,550.96,44.22,506.74,57.54,460.67,335.09,11.5939436,80.85,,30710.0
ISL,2013.0,491.79,40.05,451.74,49.46,233.09,315.45,13.08344967,82.24,320.6,46960.0
ISL,2012.0,455.1,33.32,421.78000000000003,38.31,217.94,270.02,12.78374013,83.12,324.59,40680.0
ISL,2008.0,517.51,36.88,480.63,49.71,290.49,373.0,11.50224672,81.74,390.47,50100.0
ISL,2011.0,480.14,33.07,447.07,35.63,273.32,325.71,12.45950406,82.54,329.14,37590.0
ISL,2010.0,496.55,38.59,457.96000000000004,41.37,306.34,386.81,12.0,82.02,360.37,36250.0
ISL,2006.0,532.99,43.85,489.14,64.0,333.99,328.2,11.58562632,81.32,,53610.0
ISL,2009.0,507.38,34.66,472.72,56.95,303.01,339.75,11.76584828,81.93,370.87,41850.0
ISL,2007.0,520.07,35.67,484.40000000000003,50.41,358.03,333.85,11.53772046,81.6,413.94,61930.0
IRL,2003.0,690.26,35.28,654.98,73.8,410.0,829.54,11.12868453,78.28,569.71,29890.0
IRL,2000.0,794.58,40.38,754.2,77.16,522.61,968.93,10.6,76.6,615.75,24080.0
IRL,2002.0,721.29,39.44,681.8499999999999,78.62,447.11,820.2,11.13041627,77.75,580.31,24830.0
IRL,2001.0,750.48,41.75,708.73,72.89,489.7,866.12,11.172079,77.23,588.95,24020.0
IRL,2004.0,663.81,33.89,629.92,79.61,366.71,732.59,11.14924391,78.69,567.81,37690.0
IRL,2005.0,633.56,36.75,596.81,80.03,342.69,699.49,10.6,79.2,549.81,44530.0
IRL,1986.0,1048.55,46.72,1001.8299999999999,61.99,892.06,1161.03,10.85378598,73.53,791.99,6370.0
IRL,1996.0,853.28,39.79,813.49,83.42,592.92,995.68,11.41722512,75.88,679.02,18880.0
IRL,1999.0,837.38,42.16,795.22,86.4,548.16,1094.26,11.27621072,76.11,626.65,22650.0
IRL,2006.0,626.68,33.41,593.27,91.7,321.4,701.64,11.03600852,79.4,530.02,47910.0
IRL,1997.0,837.15,39.89,797.26,73.63,548.3,1013.62,11.35972828,76.03,657.48,20660.0
IRL,2007.0,606.9,39.31,567.5899999999999,84.28,337.94,560.35,10.84547546,79.77,516.73,50530.0
IRL,1998.0,821.68,42.62,779.06,77.96,508.02,1001.02,11.34784485,76.24,640.95,21440.0
IRL,1992.0,878.3,38.85,839.4499999999999,101.15,651.83,895.2,11.429134300000001,75.45,762.58,14440.0
IRL,1993.0,895.44,38.45,856.99,104.82,657.79,987.14,11.43713078,75.33,724.25,14600.0
IRL,2008.0,593.61,37.8,555.8100000000001,76.61,336.45,579.09,10.89282254,79.98,492.73,50920.0
IRL,1987.0,961.35,44.17,917.1800000000001,101.48,766.36,943.81,10.97123825,74.4,912.64,8220.0
IRL,1995.0,883.14,39.74,843.4,74.73,599.77,1049.19,10.8,75.48,698.86,16920.0
IRL,1991.0,909.19,41.97,867.22,100.6,662.85,998.01,11.42751794,75.03,796.72,13130.0
IRL,2009.0,591.06,41.11,549.9499999999999,71.28,327.03,587.92,11.0990614,79.98,287.33,46810.0
IRL,1994.0,864.37,40.27,824.1,72.26,615.04,955.25,11.39741766,75.78,707.02,15480.0
IRL,1990.0,927.48,44.41,883.07,101.76,668.34,1025.57,11.1,74.81,805.06,12560.0
IRL,1989.0,959.68,45.23,914.4499999999999,90.22,710.66,1022.74,11.25682749,74.4,822.29,11100.0
IRL,1988.0,964.77,42.64,922.13,86.46,772.51,969.55,11.0570944,74.33,837.93,10420.0
ISR,1997.0,677.17,33.62,643.55,328.34,423.93,370.38,9.87285258,78.3,398.77,18870.0
ISR,1998.0,673.52,35.7,637.8199999999999,315.26,372.0,298.03,9.8547909,78.46,396.65,18710.0
ISR,2010.0,489.79,25.95,463.84000000000003,216.57,215.49,270.59,10.4,82.23,315.85,29660.0
ISR,1995.0,734.04,38.51,695.53,173.27,500.07,225.05,9.7,77.5,417.12,17010.0
ISR,1992.0,781.75,42.72,739.03,155.22,593.81,401.88,9.34127062,76.66,446.16,14390.0
ISR,1991.0,768.6,41.67,726.9300000000001,132.86,568.61,396.95,9.24143787,76.82,456.69,12870.0
ISR,1988.0,830.46,51.45,779.01,146.39,579.15,423.19,8.92020893,75.82,495.43,10410.0
ISR,2009.0,496.58,26.02,470.56,230.27,207.9,286.5,9.80702191,82.07,319.27,27260.0
ISR,1990.0,762.52,46.22,716.3,147.98,532.58,428.5,8.9,76.83,479.56,12120.0
ISR,1993.0,743.59,40.6,702.99,142.2,596.9,288.75,9.41954613,77.27,440.95,14760.0
ISR,1996.0,672.67,37.65,635.02,243.05,563.9,337.21,9.87317725,78.42,411.06,18280.0
ISR,2007.0,560.57,27.22,533.35,258.51,275.1,356.37,9.82020483,80.7,335.06,23950.0
ISR,2003.0,606.47,34.16,572.3100000000001,338.26,306.44,310.82,9.90531932,79.72,386.1,18630.0
ISR,1994.0,725.33,42.5,682.83,138.81,487.85,190.71,9.48456281,77.57,431.52,15660.0
ISR,2008.0,533.4,28.42,504.97999999999996,253.51,210.47,329.61,9.73773245,81.24,329.55,26120.0
ISR,1987.0,854.18,54.85,799.3299999999999,132.03,620.67,443.43,8.88095402,75.5,,8480.0
ISR,2006.0,559.27,28.63,530.64,267.7,280.38,327.87,9.88958005,80.68,339.4,22300.0
ISR,2015.0,475.97,20.89,455.08000000000004,201.83,198.68,295.04,11.2,82.58,314.42,36030.0
ISR,2005.0,583.01,31.76,551.25,277.83,301.49,341.48,10.0,80.22,372.24,21410.0
ISR,2001.0,616.05,36.38,579.67,316.61,357.02,306.2,9.79814233,79.43,380.54,19220.0
ISR,2014.0,466.31,20.92,445.39,196.53,197.38,282.98,10.74560835,82.79,318.26,35960.0
ISR,2004.0,582.47,32.56,549.9100000000001,295.22,312.78,311.97,9.92514724,80.19,379.81,19900.0
ISR,1999.0,657.81,37.35,620.4599999999999,297.45,307.75,358.57,9.80643897,78.75,388.85,18400.0
ISR,2002.0,619.25,38.2,581.05,293.48,344.75,326.81,9.85090161,79.39,375.82,18550.0
ISR,1989.0,792.42,50.88,741.54,166.41,566.9,407.63,8.96817317,76.38,488.98,10920.0
ISR,1986.0,877.41,55.65,821.76,81.58,665.75,463.9,8.85363357,75.21,,7080.0
ISR,2011.0,486.6,24.74,461.86,201.49,216.11,286.25,10.09497759,82.33,314.17,31500.0
ISR,2000.0,642.87,34.81,608.06,309.11,344.96,371.58,10.0,78.98,379.21,19140.0
ITA,1986.0,815.05,44.98,770.0699999999999,190.51,883.06,435.61,13.21882249,76.04,786.66,9380.0
ITA,1993.0,705.84,41.12,664.72,154.27,707.35,303.94,15.82026267,77.7,669.5,21590.0
ITA,1994.0,695.47,39.61,655.86,146.25,686.43,313.22,16.1544011,77.92,656.92,20860.0
ITA,1987.0,780.34,44.4,735.94,175.73,838.77,370.56,13.55938115,76.51,767.61,12160.0
ITA,1992.0,718.26,43.29,674.97,174.89,712.88,315.31,15.46468023,77.46,685.99,22960.0
ITA,1989.0,741.79,42.86,698.93,186.08,757.21,347.6,14.29303831,77.1,694.64,17300.0
ITA,1991.0,734.29,44.7,689.5899999999999,183.31,733.76,331.93,15.09841629,77.17,673.68,20370.0
ITA,2001.0,584.98,34.46,550.52,135.67,493.34,256.94,18.42936529,80.09,461.48,21170.0
ITA,1990.0,736.73,43.38,693.35,187.73,737.55,361.45,14.9,77.2,711.09,18660.0
ITA,1988.0,770.74,44.06,726.6800000000001,185.87,820.69,368.68,13.92469179,76.68,738.73,15950.0
ITA,2002.0,571.48,33.99,537.49,129.11,482.93,263.17,18.85641994,80.38,444.12,20710.0
ITA,2003.0,586.85,32.27,554.58,142.94,500.48,297.27,19.12155784,80.17,415.88,23350.0
ITA,2004.0,544.56,30.35,514.2099999999999,130.24,438.35,249.22,19.34483203,80.97,398.65,28270.0
ITA,2005.0,549.84,29.63,520.21,136.02,442.2,285.39,19.5,80.9,404.31,32430.0
ITA,2013.0,460.44,23.95,436.49,115.82,308.28,223.02,,82.92,331.17,35550.0
ITA,1995.0,680.78,39.28,641.5,154.79,625.1,307.24,16.6,78.17,626.7,20670.0
ITA,2009.0,495.57,26.86,468.71,125.91,373.58,236.91,20.17822162,82.07,362.61,37870.0
ITA,2014.0,446.69,22.23,424.46,108.63,292.75,216.31,,83.29,,34890.0
ITA,1998.0,645.77,37.33,608.4399999999999,143.02,585.04,306.87,17.52698329,78.94,555.05,22220.0
ITA,1999.0,624.6,35.71,588.89,144.79,549.3,314.36,17.81776622,79.34,492.78,21990.0
ITA,2000.0,603.61,34.22,569.39,138.48,528.68,296.13,18.1,79.74,470.91,21890.0
ITA,2010.0,478.11,25.29,452.82,120.97,346.95,223.52,20.5,82.5,357.09,37850.0
ITA,1997.0,647.63,38.13,609.5,146.64,583.34,297.98,17.23019777,78.84,588.32,22300.0
ITA,2015.0,467.98,22.59,445.39000000000004,117.36,309.37,246.44,22.4,82.76,,32980.0
ITA,2006.0,516.73,29.11,487.62,128.54,402.64,237.59,19.837540100000002,81.58,393.9,34250.0
ITA,1996.0,658.53,38.41,620.12,157.71,584.7,280.44,16.89241208,78.56,655.04,21830.0
ITA,2008.0,502.9,27.37,475.53,126.34,388.74,232.29,20.08213005,81.9,372.73,37910.0
ITA,2007.0,511.65,28.49,483.15999999999997,127.51,390.42,240.59,19.99042396,81.69,384.48,35900.0
KAZ,2001.0,1461.51,160.3,1301.21,69.64,1544.23,467.49,6.79148237,65.88,696.85,1350.0
KAZ,2008.0,1344.29,129.56,1214.73,56.35,1205.77,324.54,7.59857823,67.2,770.96,6150.0
KAZ,2010.0,1264.57,114.44,1150.1299999999999,50.23,1228.49,298.53,6.8,68.61,729.18,7440.0
KAZ,2009.0,1234.41,112.48,1121.93,48.6,1185.62,333.5,7.2910295,68.69,761.36,6780.0
KAZ,2007.0,1420.83,149.6,1271.23,58.62,1291.63,357.19,7.79463339,66.42,772.09,4980.0
KAZ,2002.0,1462.58,151.56,1311.02,76.83,1496.49,462.83,7.16930992,66.18,701.77,1520.0
KAZ,1996.0,1537.64,165.91,1371.73,75.26,1593.9,601.88,6.90476041,64.39,1033.42,1340.0
KAZ,1999.0,1430.69,132.05,1298.64,76.57,1571.41,494.62,6.72317745,66.01,724.99,1290.0
KAZ,2005.0,1472.93,155.38,1317.5500000000002,54.64,1462.32,395.48,7.7,65.92,776.15,2950.0
KAZ,2000.0,1444.39,154.57,1289.8200000000002,70.9,1587.1,512.66,6.8,65.75,719.24,1260.0
KAZ,2006.0,1436.22,156.34,1279.88,53.26,1348.12,346.14,7.84507715,66.22,777.58,3860.0
KAZ,1995.0,1506.3,159.88,1346.42,75.5,1612.58,620.85,7.2,64.65,1164.64,1280.0
KAZ,1994.0,1445.65,139.54,1306.1100000000001,73.49,1678.96,626.49,6.65037456,65.9,1214.47,1310.0
